,chembl_id,value,smiles
137,CHEMBL1784470,1.9,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(-c3noc(=S)[nH]3)c2)CC1
138,CHEMBL1784471,236.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)CO)CC1
139,CHEMBL1784472,192.0,COC(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1
140,CHEMBL1784473,1.0,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(N)(=O)=O)c2)CC1
141,CHEMBL1784476,4.6,CNS(=O)(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1
142,CHEMBL1784477,77.7,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(=O)(=O)N(C)C)c2)CC1
143,CHEMBL1784653,306.0,c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1
144,CHEMBL1784659,379.0,c1ccc2cc(-c3cnnn3-c3ccncc3)ccc2c1
145,CHEMBL1784665,152.0,c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1
146,CHEMBL1784666,169.0,c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1
147,CHEMBL1790041,16.95,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
148,CHEMBL1795349,624.0,COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1
149,CHEMBL1795628,280.5,COc1ccccc1C(=O)c1cnc(NC2CCN(C(=O)Nc3ccccc3)CC2)nc1N
150,CHEMBL1795654,475.0,COc1ccccc1C(=O)c1cnc(NC2CCN(C(=O)Nc3ccccc3)CC2)nc1
151,CHEMBL1795656,305.0,COc1ccccc1C(=O)c1cnc(NC2CCN(c3nc4ccccc4[nH]3)CC2)nc1
152,CHEMBL1796275,2.1,CN(C(=O)c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2)c1ccccc1Cl
153,CHEMBL1798027,2.15,CCCCc1ccc(-c2nc(C)c(/C(C)=N/NC(=N)N)s2)cc1
154,CHEMBL1800285,18.0,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1
155,CHEMBL180101,13.0,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
156,CHEMBL1821837,1215.0,CC[C@@H](NC(=O)c1ccc2c(c1)ncn2Cc1ncc(F)cc1F)c1ccccc1
157,CHEMBL1822138,368.0,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1
158,CHEMBL1822145,83.1,O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1
159,CHEMBL1822146,36.2,O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1
160,CHEMBL1822151,34.3,N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1
